id,is_iceberg
5941774d,0.030368636222599995
4023181e,0.364332975075
b20200e4,0.0172980448464
e7f018bb,0.998198664188
4371c8c3,0.657598013151
a8d9b1fd,0.257215840928
29e7727e,0.0225362340803
92a51ffb,0.998680824041
c769ac97,0.00147041249488
aee0547d,6.66245364886e-05
565b28ac,0.00118798982641
e04e9775,0.385706460848
8e8161d1,0.00416843226121
4cf4d256,0.888619038463
139e5324,0.059645142406199995
f156976f,0.0057291903052799995
68a117cc,0.16825602380600002
d9aa7a56,0.0819571085275
9005b143,0.0516639089212
5f6d3988,0.989825218916
9ad70954,0.445320623647
b9087b9e,0.6944206006829999
a39a1427,0.0715713181998
82fbe8ed,0.0165015054401
1fae4879,9.44254592505e-05
6dd8f13d,0.0047353360067900006
bbad5958,0.013752872869400001
54527583,0.04485506250059999
be8fa29c,0.198932053428
81a3328f,0.9973758459090001
1a3c0ab3,0.006828922075500001
4deeeb8b,0.775032094121
ac6d5632,0.06311905388719999
472dadb5,0.362286602706
96093f95,0.9829105198379999
f5b4e3df,0.989600354433
e01a3c92,0.0215235511889
001680af,0.319136722572
8e639f33,0.257496483251
a2c16612,0.9318146944050001
a6d76474,0.0030649290145500006
19c47684,0.178161606868
015827b6,0.26780019011399997
7df7f7ce,0.06300131683230001
0bbf1a3f,0.7995584368709999
636cfbb7,0.955230987072
7370030a,0.9826667070389999
43aa97ad,0.00722722260832
ba2b5e63,0.990408587456
dfdd335b,0.22948230505
e79b13dc,0.0874325458012
dc32b195,0.278962460533
6d868590,0.988220357895
75fa59aa,0.030915582669
ffe50836,0.0685654744505
a7bfd784,0.994557660818
b3d569e3,0.00718803452037
6c538c5b,0.0138755618362
5c7c15f4,0.00859354230889
0b745139,0.0372365518473
fd14608e,0.380594517849
f0bc8305,0.0482836268493
a10ccb28,0.997964072227
543304c7,0.34482572563
6c3a4078,3.83903186748e-05
9b73cc75,0.71210975498
5c6c71b1,0.0605128947267
09ee9186,0.121009465493
207c35cf,0.23291421728199999
153c813e,0.00959575192811
5605d58b,0.734125070274
642ca396,0.00524551946582
d32d72c0,0.0811425241641
16646a17,0.943256366253
384074af,0.227236831933
69bf1e8c,0.198736869171
9e90a054,0.323745363206
89dbe7f7,0.997904455662
dbd27d22,0.408906014264
a2ea1561,0.5786486797029999
d63402af,0.267276720889
1ac8bb92,0.9974919438359999
8beffca5,0.017407670035
46741f3e,0.104843629373
e5ee6aa7,0.0796692361959
5ecd892b,0.737575733662
69892166,0.025122856756199997
2f725a81,0.05352083288599999
810abfe4,0.005057153412
e6f973e6,0.181292889919
c60a5c46,0.493091485836
c42b9e08,0.5083343297240001
c3f00c23,0.0134098539293
5307fdb8,0.985450851917
3e4f005e,0.00311812816071
4a4cc2e0,0.934237056971
9bdd88d1,0.00011157307102399998
0d832bed,0.0199501465308
14a134fa,0.0176656908821
78a41676,0.004954801198560001
0bd4658e,0.481585494429
4a311bb0,0.488572226092
f939c817,0.224509570748
956adc4d,0.994944614172
f8a119f5,0.485447397456
61faa1ad,0.0963504821062
6725eb3e,0.0671651498065
17b3a8fd,0.0626994787716
49a88dfc,0.0175035318309
2d6ec645,0.870351337641
0d4d77ba,0.331027232856
3ee672a2,0.998493802547
738b41fd,0.158971638605
f7fb320d,0.362146835774
b42fad18,0.0016399055511
4ab8b00a,0.5501049444080001
f7870f2b,0.137737027276
4978666a,0.5472310297190001
f1b0d6c7,0.0052152870805100005
5642407f,0.00452822330699
36d4ff92,0.992870384455
4139aba2,0.291057825834
7585ce58,0.366543633305
33e25984,0.9967109322550001
ac46f3c9,0.29748917575899997
fc34a5b8,0.800858724117
85c36a8f,0.187554671615
b2d8a426,0.216116735898
13ec60d1,0.980289781094
9d440f42,0.0242971935775
1c0a891e,0.276027416624
981c3bc3,0.998586738109
295604f4,0.0689667746425
16ca16c3,0.0786500554532
b4dda837,0.06094537545
88d088ef,0.009914532152459998
1b4fa160,0.04539254503330001
f371bd82,0.0226749354857
b130a0b7,0.9974127292630001
ebf1de82,0.17497396539
01e651c3,0.00527842348674
51b1fecc,0.42349647581600003
fa635a31,0.111733595701
97b7d789,0.0832468340173
2f598053,0.0210965072853
c0e3e148,0.06276384193909999
cfa175a8,0.0196186873596
3d7e09d8,0.551848593168
44a13d1b,0.9864138484
c66b0948,0.408013802767
976a6d64,0.014828683529100002
8bbd8909,0.879963201285
522890fd,0.0394392999704
f23a3b95,0.8576600879430001
680039dc,0.21550318882800001
93028e53,0.03886157968080001
22a16932,0.0832153692376
7d8126d2,0.00894933053641
ba2ecd75,0.00704102712917
8071bdd7,0.18772717546700002
96d5aeee,0.0006924576225599999
154be68f,0.982210284471
d8c2bfe2,0.988279110193
f76d47b0,0.30991620458700003
0e781ade,0.0409633131465
13cf6060,0.000657810981648
cd99f710,0.22391945086399997
d10005bb,0.0039621838776
3a31445f,0.9956338644030001
3157202d,0.0323627635371
6ee64703,0.7984877288339999
e5de8685,0.0726346298121
02cc70ba,0.0907012292417
50984a87,0.963915723562
fa94957a,0.995217913389
eab406b4,0.09737482192
3ad39398,0.769438624382
9ecf3802,0.0805691227317
6048ae7b,0.0062574831274099995
9dc68871,0.0031146760855300004
13701465,0.472247620858
8d8779f3,0.022489490890099998
0712f269,0.282879959978
722c2597,0.002647432289
478a2b08,0.7901246786120001
38f5fb41,0.218890558602
c52ad74d,0.997279924154
0c85fd09,0.00013125839141000002
f1582cba,0.926904541254
ff836697,0.844470620155
ddfe4802,0.100911036268
3cef3bc7,0.995057803392
6a21542b,0.8678561747069999
150e23c4,0.9940378367899999
078c6d99,0.9893748342990001
1dcd1dc3,0.00887961500848
39967e45,0.32354307025699997
6b6333aa,0.00782759359112
4ae61433,0.32989823743700003
f96362e0,0.0153276796918
97a88aac,0.151214169579
427ae8ce,0.661032928526
209d4b15,0.075652736402
64b453bd,0.000173752765333
0f5a484e,0.483565329015
5ac74969,0.8604765892030001
736ed43e,0.37043292895
8533795f,0.0758484926074
f5b54fb6,0.558786334843
6eb4c041,0.0307892736746
97afdf42,0.33817175552199996
1bb488db,0.054442481231000005
f132e44d,0.016092244023500003
d3c2f140,0.522401040792
1756794d,0.735652513802
9efcc11f,0.000786137245769
14c966cf,0.553424210846
59cfe4d1,0.15958865955499998
883151f4,0.047044505263099994
34c4c9ff,0.42374283969400006
70b4c2eb,0.851912242174
96a337d9,0.335086801834
7fe89ffa,0.0767769374652
057c7a22,0.0006737222107309999
451cc057,0.0532527442091
05076700,0.0007470793043010001
dc52f6c1,0.07858234462330001
b03a59f9,0.155021972372
129ed4b0,0.802054162324
fb611563,0.996579968929
ac32e6f1,0.710120151937
c05c5ab0,0.291223038733
